Sample,Slice#,Frac_601(2),Frac_602(2)
601(2),18,0.018746809684088504,0.9812531903159116
601(2),19,0.07653448465983734,0.9234655153401626
601(2),20,0.0036083534075573563,0.9963916465924426
601(2),21,0.023242226411569002,0.9767577735884311
601(2),22,0.01175474338085993,0.9882452566191401
601(2),23,0.8782314798781548,0.12176852012184536
601(2),24,0.47430765630450017,0.5256923436954999
602(2),1,0.012411060880305386,0.9875889391196946
602(2),2,0.00473275946725378,0.9952672405327462
602(2),3,0.005992896194477383,0.9940071038055226
602(2),4,0.016174855276975257,0.9838251447230247
602(2),5,0.0447063085226574,0.9552936914773426
602(2),6,0.011204745450923509,0.9887952545490766
602(2),7,0.005281596368338754,0.9947184036316613
602(2),8,0.010314499644500364,0.9896855003554997
602(2),9,0.014560920861724929,0.9854390791382751
602(2),10,0.005941586873642011,0.994058413126358
602(2),11,0.003001585042334137,0.9969984149576658
602(2),12,0.13005431157018882,0.8699456884298112
602(2),13,0.015502321313181916,0.984497678686818
602(2),14,0.003281154141733876,0.9967188458582662
602(2),15,0.9618433003631386,0.03815669963686153
602(2),16,0.03988397397986743,0.9601160260201326
602(2),17,0.007683707264287653,0.9923162927357124
602(2),18,0.02096434842741639,0.9790356515725837
602(2),19,0.003717462486441285,0.9962825375135588
602(2),20,0.01880821614994623,0.9811917838500538
602(2),21,0.1571807640100873,0.8428192359899128
602(2),22,0.016149877177577553,0.9838501228224225
602(2),23,0.0017760908282994068,0.9982239091717006
602(2),24,0.0008188562027230694,0.999181143797277
